,0
0,0.9551092661582729
1,0.8799504817985713
2,0.5309043315738605
3,0.9029234545017553
4,0.9028792792309293
5,0.9203747439023772
6,0.7063722062700776
7,0.9173964942651412
8,0.9829856000988239
9,0.9241863934035476
10,0.8802590483607229
11,0.9181221841419904
12,0.9412148964247216
13,0.8272196597497881
14,0.8373940196187778
15,0.9813557393762503
16,0.8733540841578674
17,0.9049237216640985
18,0.976317306702748
19,0.9855889973315228
20,0.6493624905047776
21,0.9317650486982227
22,0.9563496776339617
23,0.8774079505867426
24,0.9263793073894908
25,0.5780486825484238
26,0.7052983888429538
27,0.9855863149895151
28,0.4651898741237232
29,0.7443957823450386
30,0.7424556668658957
31,0.8608873615959095
32,0.8584559742135035
33,0.9416421777214486
34,0.8282488374890362
35,0.930915099654033
36,0.9756996296149062
37,0.969282341671631
38,0.8407651889538271
39,0.6232316971864051
40,0.9656990946836844
41,0.8763038272472723
42,0.6062490739558588
43,0.9262440092089111
44,0.9962449018012275
45,0.48062052345359624
46,0.6270856102107207
47,0.9540094186772388
48,0.9443570910208199
49,0.7155898030952492
50,0.9408478506969931
51,0.7730542929440344
52,0.7738537227192724
53,0.9886368757882645
54,0.7834866559453795
55,0.8412642451030943
56,0.9851082509296355
57,0.8624254852327508
58,0.7436835044881934
59,0.8643524110007423
60,0.8883957745902038
61,0.9803811812351967
62,0.9443592132670551
63,0.7510468019359328
64,0.9079047211659228
65,0.9939868926558559
66,0.7537463763811993
67,0.6220345334832549
68,0.9308121659973324
69,0.9110103244432243
70,0.9209326220785534
71,0.9999591336056004
72,0.7465704969789245
73,0.9417768074838112
74,0.9528653196269127
75,0.8156872242319468
76,0.9844690038933288
77,0.8284315595688444
78,0.903461853863285
79,0.9048904399007784
80,0.9465543646403076
81,0.46838051137476805
82,0.991782271390786
83,0.9017827348592417
84,0.8531783922051208
85,0.9721038420349339
86,0.7321110630386801
87,0.8115860202134416
88,0.884501966202817
89,0.868168430934923
90,0.8798997416251232
91,0.9935469789098721
92,0.9021178518174051
93,0.9540915046193988
94,0.7960703014074078
95,0.8519492411306047
96,0.8847003680008209
97,0.9235452010996322
98,0.8229129353085116
99,0.8561223979139185
100,0.9625550783672318
101,0.599891979700323
102,0.9766171928325724
103,0.9423281697019223
104,0.7430132224608794
105,0.8808845107100645
106,0.9135655842464635
107,0.8662089384860565
108,0.9712833056300326
109,0.9909582160567054
110,0.47716532044207105
111,0.9699537938140276
112,0.7493573408806118
113,0.8171818592340283
114,0.7852699088051136
115,0.8935014795464822
116,0.8697143184411049
117,0.8323382676331874
118,0.962198302264581
119,0.9360323452016371
120,0.8527239782448718
121,0.860713597714343
122,0.9633217291892899
123,0.8070356740623509
124,0.8950811240828994
125,0.8917949480463129
126,0.9259231168825621
127,0.8079963282939027
128,0.8610277304674432
129,0.9986962243098703
130,0.8862381576118297
131,0.9683654044355283
132,0.8368000052521104
133,0.7526995040566935
134,0.8293626347406031
135,0.7742296114139332
136,0.9453973148880487
137,0.7868313403498978
138,0.909150914009383
139,0.5516655271039448
140,0.8149128848674602
141,0.8541950968710998
142,0.8392036376279398
143,0.9171698816066579
144,0.7001789975128261
145,0.9835522050680878
146,0.6920367443481538
147,0.8933948624879658
148,0.9935752164066312
149,0.903419510913805
150,0.9306628089627088
151,0.873559553634722
152,0.3339157603553942
153,0.699706574886773
154,0.9730368499813705
155,0.803259196048499
156,0.8079252845737054
157,0.9004388480466562
158,0.7454935804195071
159,0.95617350417879
160,0.6655507982436969
161,0.8608422982324464
162,0.8466201514204392
163,0.9951489810975552
164,0.8715349924083466
165,0.9573800257132902
166,0.9955810797307266
167,0.9961074212549026
168,0.9986727609581851
169,0.89301459355155
170,0.8087595756630427
171,0.7381871695972261
172,0.8749562627474321
173,0.4576131607913551
174,0.889593751904503
175,0.6900518843411889
176,0.9437226657049377
177,0.8921626440031072
178,0.8386683762666686
179,0.8890459958497056
180,0.6615343362226244
181,0.9595582140238427
182,0.4709115174596236
183,0.855403969013833
184,0.9943406226006759
185,0.8387590729230325
186,0.7223458235024491
187,0.857298003792468
188,0.6048183435317546
189,0.43965022419621025
190,0.8771932694142204
191,0.9519750385118737
192,0.9213638248650957
193,0.6837147507512656
194,0.7946196970811024
195,0.9787277448232393
196,0.9342365104868959
197,0.9223434404317837
198,0.8871856753978268
199,0.7237246414505005
200,0.9918286704366918
201,0.8017058332207114
202,0.9421686725019766
203,0.8463494030218237
204,0.8775929263604961
205,0.7478168953534872
206,0.6485448667025334
207,0.8603429911642105
208,0.8426586257105751
209,0.7077789724940976
210,0.8742515044852734
211,0.8447629254829825
212,0.9455276369666343
213,0.5855561115490744
214,0.9530849688287057
215,0.8898311650205525
216,0.654723458430144
217,0.6241272690066402
218,0.7530907346971212
219,0.799833568797334
220,0.8535784795125398
221,0.6526983870535225
222,0.952232951313663
223,0.8151606214887929
224,0.940531136768061
225,0.9683215013211339
226,0.8049430957090447
227,0.8513828337042788
228,0.4266975558259194
229,0.6385155092520367
230,0.9879100161063012
231,0.7281590813278115
232,0.9091663307374419
233,0.6554421821670128
234,0.6325020931566534
235,0.8756368619461334
236,0.9016719018458307
237,0.9955258803670168
238,0.6149925097073468
239,0.9421890890648642
240,0.9026266836243546
241,0.5899638880254737
242,0.8826093898925813
243,0.9917148741792148
244,0.6367761135868965
245,0.3192923783202089
246,0.95966879846908
247,0.9298299175392188
248,0.8476984395405718
249,0.9201703417732757
250,0.955336775336267
251,0.8824055423685355
252,0.8779713499970576
253,0.9175478277376504
254,0.7764198231672867
255,0.8432538906986298
256,0.8046826732705488
257,0.9730473449280634
258,0.6905150719137518
259,0.901231543230159
260,0.8883054273870593
261,0.8050691758340321
262,0.9391713481249132
263,0.9289896008160757
264,0.8498586483427829
265,0.9245553540685724
266,0.9999202534673926
267,0.5040072120590956
268,0.9471117016525623
269,0.8618349648941017
270,0.8864050993660477
271,0.8728320512462373
272,0.8613494486322557
273,0.7674425263628696
274,0.6308435205119571
275,0.8322773021932125
276,0.9073313021967728
277,0.6894920903957709
278,0.6727794000728425
279,0.8560464817610398
280,0.7517614135309524
281,0.9999999758831043
282,0.7838088147392159
283,0.7608435349198839
284,0.6559017615340184
285,0.8672137755228756
286,0.603734852767955
287,0.9069521144563235
288,0.8085426230497749
289,0.9996273547981497
290,0.9736687709458004
291,0.889441923965424
292,0.9790752222559073
293,0.9269556471884863
294,0.9657039936994497
295,0.8611883477221959
296,0.8751828941358674
297,0.8835528440186456
298,0.7462685956922299
299,0.84512515734251
300,0.8340472303946552
301,0.24472834544505392
302,0.8178340462876825
303,0.8655145853989618
304,0.8757462206587893
305,0.9928340376499447
306,0.9216736405129385
307,0.9460653978550124
308,0.9632293604960983
309,0.9407365383375134
310,0.968654231817823
311,0.9036545866712802
312,0.6466015274712573
313,0.7838214037465915
314,0.9994883530148538
315,0.798575783598692
316,0.928919044124813
317,0.5003256940898672
318,0.774728754005617
319,0.8023847326470824
320,0.8701957676449044
321,0.8881046391753272
322,0.8999703590940114
323,0.8946237942660908
324,0.9653388630913379
325,0.9386504041225543
326,0.9848978375340665
327,0.8864810415756015
328,0.9437892238881315
329,0.9476691409210778
330,0.8245302514473851
331,0.7911371936892597
332,0.9387805522559355
333,0.9613436138276416
334,0.8886516053887527
335,0.5583305902264541
336,0.8377493544601362
337,0.858325165680982
338,0.908292853855428
339,0.8018366841586786
340,0.914428645353098
341,0.9537335871279783
342,0.7740449172851463
343,0.8824966471658677
344,0.7653425455105207
345,0.8649190014572417
346,0.791004254714662
347,0.9181589450853019
348,0.9735221219642958
349,0.850343845499706
350,0.8586981764526578
351,0.8838546372105925
352,0.746553501013371
353,0.7105356609807775
354,0.975154966050752
355,0.9257335786716284
356,0.8422216134877423
357,0.6579402138694433
358,0.7670296138816255
359,0.9018206525993702
360,0.9093011478486407
361,0.7154818130304157
362,0.7463921801823817
363,0.640744291538939
364,0.6879917970513166
365,0.6441436564087479
366,0.9580137295353028
367,0.8985092313062707
368,0.9785685461957794
369,0.8395116259887785
370,0.8806279604773222
371,0.6743587885109921
372,0.5645912815903557
373,0.566232654698366
374,0.3935470013545479
375,0.9695050955700584
376,0.953240635308805
377,0.7660012331041061
378,0.8108239565595228
379,0.9065187926506701
380,0.9581245794274773
381,0.6262324606689726
382,0.9442787901249927
383,0.9929094727681549
384,0.8642356254882787
385,0.8887442438562325
386,0.5185682296440468
387,0.8498508278491179
388,0.8021265530317871
389,0.4403421357313754
390,0.8967856804464631
391,0.905074104578291
392,0.4851294679304432
393,0.9209753186615821
394,0.8666946391197219
395,0.820899959171978
396,0.8794027352849053
397,0.9222504350147447
398,0.934906445128544
399,0.9537212881127266
400,0.9595294388689288
401,0.9137829178448336
402,0.9075580096249605
403,0.8988820396280893
404,0.8255768079473006
405,0.7640069706862251
406,0.8836852337113135
407,0.9361541575901885
408,0.9833813253191188
409,0.8163314654909681
410,0.7078715856416494
411,0.860465411525766
412,0.8254780880986924
413,0.8923523996518333
414,0.9616742819123171
415,0.8755016998841715
416,0.9310704823139346
417,0.9018869659376174
418,0.7643382004888941
419,0.6825171110111822
420,0.7344967444420168
421,0.9379221190055335
422,0.9595534530036284
423,0.9423055853233119
424,0.9382544879935676
425,0.800480739641155
426,0.867040658740143
427,0.8624924969355197
428,0.9028664543301705
429,0.6053373276399411
430,0.9177341135205322
431,0.9390218767804279
432,0.9757908474643507
433,0.9743343915635093
434,0.7998674361270102
435,0.9873342355729204
436,0.9377852816368211
437,0.9818669800496389
438,0.9660317440666439
439,0.9246336221002589
440,0.5359941676415635
441,0.6456629332669566
442,0.9232322435308984
443,0.9045537215658078
444,0.9901874079977447
445,0.9647751868855441
446,0.9684269936792775
447,0.9542058327469359
448,0.7714617224865683
449,0.8463755337625372
450,0.7096062937495767
451,0.9994682226703486
452,0.950839971819274
453,0.9973226863866054
454,0.8727663177006292
455,0.7290291046137732
456,0.6736936860264453
457,0.8840679455232293
458,0.9521197987495101
459,0.9648127218606138
460,0.9789580168371461
461,0.9532743324821856
462,0.941820228432362
463,0.8918117932629519
464,0.7647577411043662
465,0.9992079086255287
466,0.7675603066583616
467,0.9524427244799077
468,0.7878175947396011
469,0.8097453209959001
470,0.9613075578916054
471,0.899600519010791
472,0.9628951803683735
473,0.9994511901733756
474,0.8889868277759159
475,0.8525564384351455
476,0.9197225951692505
477,0.614246548447155
478,0.8014191043079213
479,0.9783468118077541
480,0.7622899301518526
481,0.763923897210958
482,0.9521613507473904
483,0.789767562950928
484,0.9497647521761212
485,0.45404849635673056
486,0.9959075099661887
487,0.9998660720906087
488,0.6443588329645842
489,0.7112239600229804
490,0.9794184817865274
491,0.736545662123135
492,0.4557711090618753
493,0.9209441368948166
494,0.6382633621944976
495,0.7269876460831846
496,0.9506980474330958
497,0.9827713147283658
498,0.9838754777808724
499,0.8442738934983276
500,0.8512878783137863
501,0.789524114806567
502,0.78332022158408
503,0.8949843488334878
504,0.8456171546569168
505,0.902389702279862
506,0.8937053252729446
507,0.8504406980360592
508,0.6730844848312632
509,0.9300465975691112
510,0.7404414213160583
511,0.8636623348336295
512,0.890755919533382
513,0.4903976484059292
514,0.8844847054185961
515,0.8744943853537696
516,0.5170456408744133
517,0.6998905053981815
518,0.8225031641996221
519,0.6208044932744514
520,0.9149070199786307
521,0.6891769200400495
522,0.714561194997857
523,0.24023524870198332
524,0.8383338422142985
525,0.7072001952516116
526,0.603585295298043
527,0.9904786895422761
528,0.958953665725676
529,0.7178517750155484
530,0.5079725638101303
531,0.8493482145335279
532,0.9956222760978036
533,0.9250945061947774
534,0.8437362016695613
535,0.9707217119173676
536,0.7453849047952399
537,0.7551941931205183
538,0.8336255673191515
539,0.8146315009445769
540,0.8377550550627922
541,0.809260045020421
542,0.9455818012333984
543,0.5564115044688125
544,0.9514444360642867
545,0.8328853892725409
546,0.7536509810826018
547,0.508979625004663
548,0.9535849660650141
549,0.7298851267455085
550,0.9826649418237781
551,0.9551659343160054
552,0.9699701028457004
553,0.8419987067157659
554,0.9208560308785644
555,0.885227495828056
556,0.734697402745107
557,0.8763601646441249
558,0.6203398231779446
559,0.9510359958430649
560,0.9153383262328738
561,0.8189526210188264
562,0.7383894539422848
563,0.9857080415064836
564,0.3199147994544485
565,0.8710795339230963
566,0.8680704032088755
567,0.94557449903062
568,0.8913721213070992
569,0.7333341861789063
570,0.744252315948739
571,0.8311073751115274
572,0.9356922592484846
573,0.7542114524937952
574,0.6662962494145068
575,0.990960246012549
576,0.849322636386213
577,0.9128629169681873
578,0.9450283680122986
579,0.9167390356191593
580,0.7003387044074167
581,0.3528883452194816
582,0.7299117664804037
583,0.7180464496748521
584,0.7370159516094339
585,0.8421224285805976
586,0.7770569695134186
587,0.7918829465306533
588,0.8837857836450919
589,0.8505558193966519
590,0.6434367984701737
591,0.94936422430437
592,0.9558575099327327
593,0.9427163008292858
594,0.7366249678050303
595,0.8731168351887998
596,0.7812230784039966
597,0.8081298193503708
598,0.9718074255109448
599,0.9376010618061814
600,0.9461504346700754
601,0.926381458080554
602,0.6647066542632901
603,0.7737473653825927
604,0.8841907214298479
605,0.9912575195043417
606,0.9793268004179749
607,0.9999407049828655
608,0.46863444347940164
609,0.35590445867691084
610,0.8026298002167679
611,0.8343715870155964
612,0.8477740727034635
613,0.9793561715386316
614,0.6046101604758638
615,0.6633544107894215
616,0.5034364710365737
617,0.9884657498890578
618,0.8145610995807148
619,0.633424597456767
620,0.8319415888599211
621,0.931135011863794
622,0.8965461678091071
623,0.7637188059588311
624,0.8208004301241467
625,0.7812603882412505
626,0.82381379806982
627,0.8787773953493164
628,0.9909007193419335
629,0.8664242585913556
630,0.3256459072251922
631,0.9361841344000956
632,0.6166927497616201
633,0.811960687174957
634,0.9660764184254543
635,0.9971688574303725
